"Source plate"," source well"," Destination plate"," Destination well"," vol"," Specimen name"
"source4"," 59"," 1"," 17"," 10"," 4"
"source4"," 60"," 1"," 18"," 10"," 4"
"source4"," 57"," 1"," 39"," 10"," 4"
"source4"," 58"," 1"," 40"," 10"," 4"
"source4"," 59"," 1"," 41"," 10"," 4"
"source4"," 60"," 1"," 42"," 10"," 4"
"source4"," 57"," 1"," 49"," 10"," 4"
"source4"," 58"," 1"," 50"," 10"," 4"
"source4"," 59"," 1"," 51"," 10"," 4"
"source4"," 60"," 1"," 52"," 10"," 4"
"source4"," 57"," 1"," 77"," 10"," 4"
"source4"," 58"," 1"," 78"," 10"," 4"
"source4"," 59"," 1"," 79"," 10"," 4"
"source4"," 60"," 1"," 80"," 10"," 4"
"source4"," 61"," 1"," 13"," 10"," 4"
"source4"," 62"," 1"," 14"," 10"," 4"
"source4"," 63"," 1"," 15"," 10"," 4"
"source4"," 64"," 1"," 16"," 10"," 4"
"source4"," 61"," 1"," 19"," 10"," 4"
"source4"," 62"," 1"," 20"," 10"," 4"
"source4"," 63"," 1"," 21"," 10"," 4"
"source4"," 64"," 1"," 22"," 10"," 4"
"source4"," 61"," 1"," 43"," 10"," 4"
"source4"," 62"," 1"," 44"," 10"," 4"
"source4"," 63"," 1"," 45"," 10"," 4"
"source4"," 64"," 1"," 46"," 10"," 4"
"source4"," 61"," 1"," 53"," 10"," 4"
"source4"," 62"," 1"," 54"," 10"," 4"
"source4"," 63"," 1"," 55"," 10"," 4"
"source4"," 64"," 1"," 56"," 10"," 4"
"source4"," 61"," 1"," 65"," 10"," 4"
"source4"," 62"," 1"," 66"," 10"," 4"
"source4"," 63"," 1"," 67"," 10"," 4"
"source4"," 64"," 1"," 68"," 10"," 4"
"source4"," 65"," 1"," 1"," 10"," 4"
"source4"," 66"," 1"," 2"," 10"," 4"
"source4"," 67"," 1"," 3"," 10"," 4"
"source4"," 68"," 1"," 4"," 10"," 4"
"source4"," 65"," 1"," 24"," 10"," 4"
"source4"," 66"," 1"," 25"," 10"," 4"
"source4"," 67"," 1"," 26"," 10"," 4"
"source4"," 68"," 1"," 27"," 10"," 4"
"source4"," 65"," 1"," 33"," 10"," 4"
"source4"," 66"," 1"," 34"," 10"," 4"
"source4"," 67"," 1"," 35"," 10"," 4"
"source4"," 68"," 1"," 36"," 10"," 4"
"source4"," 65"," 1"," 60"," 10"," 4"
"source4"," 66"," 1"," 61"," 10"," 4"
"source4"," 67"," 1"," 62"," 10"," 4"
"source4"," 68"," 1"," 63"," 10"," 4"
"source4"," 65"," 1"," 73"," 10"," 4"
"source4"," 66"," 1"," 74"," 10"," 4"
"source4"," 67"," 1"," 75"," 10"," 4"
"source4"," 68"," 1"," 76"," 10"," 4"
"source4"," 69"," 1"," 5"," 10"," 4"
"source4"," 70"," 1"," 6"," 10"," 4"
"source4"," 71"," 1"," 7"," 10"," 4"
"source4"," 72"," 1"," 8"," 10"," 4"
"source4"," 69"," 1"," 28"," 10"," 4"
"source4"," 70"," 1"," 29"," 10"," 4"
"source4"," 71"," 1"," 30"," 10"," 4"
"source4"," 72"," 1"," 31"," 10"," 4"
"source4"," 69"," 1"," 37"," 10"," 4"
"source4"," 70"," 1"," 38"," 10"," 4"
"source4"," 71"," 1"," 39"," 10"," 4"
"source4"," 72"," 1"," 40"," 10"," 4"
"source4"," 69"," 1"," 64"," 10"," 4"
"source4"," 70"," 1"," 49"," 10"," 4"
"source4"," 71"," 1"," 50"," 10"," 4"
"source4"," 72"," 1"," 51"," 10"," 4"
"source4"," 69"," 1"," 77"," 10"," 4"
"source4"," 70"," 1"," 78"," 10"," 4"
"source4"," 71"," 1"," 79"," 10"," 4"
"source4"," 72"," 1"," 80"," 10"," 4"
"source4"," 73"," 1"," 9"," 10"," 4"
"source4"," 74"," 1"," 10"," 10"," 4"
"source4"," 75"," 1"," 11"," 10"," 4"
"source4"," 76"," 1"," 12"," 10"," 4"
"source4"," 73"," 1"," 32"," 10"," 4"
"source4"," 74"," 1"," 17"," 10"," 4"
"source4"," 75"," 1"," 18"," 10"," 4"
"source4"," 76"," 1"," 19"," 10"," 4"
"source4"," 73"," 1"," 41"," 10"," 4"
"source4"," 74"," 1"," 42"," 10"," 4"
"source4"," 75"," 1"," 43"," 10"," 4"
"source4"," 76"," 1"," 44"," 10"," 4"
"source4"," 73"," 1"," 52"," 10"," 4"
"source4"," 74"," 1"," 53"," 10"," 4"
"source4"," 75"," 1"," 54"," 10"," 4"
"source4"," 76"," 1"," 55"," 10"," 4"
"source4"," 73"," 1"," 65"," 10"," 4"
"source4"," 74"," 1"," 66"," 10"," 4"
"source4"," 75"," 1"," 67"," 10"," 4"
"source4"," 76"," 1"," 68"," 10"," 4"
"source4"," 77"," 1"," 13"," 10"," 4"
"source4"," 78"," 1"," 14"," 10"," 4"
"source4"," 79"," 1"," 15"," 10"," 4"
"source4"," 80"," 1"," 16"," 10"," 4"
"source4"," 77"," 1"," 20"," 10"," 4"
"source4"," 78"," 1"," 21"," 10"," 4"
"source4"," 79"," 1"," 22"," 10"," 4"
"source4"," 80"," 1"," 23"," 10"," 4"
"source4"," 77"," 1"," 45"," 10"," 4"
"source4"," 78"," 1"," 46"," 10"," 4"
"source4"," 79"," 1"," 47"," 10"," 4"
"source4"," 80"," 1"," 48"," 10"," 4"
"source4"," 77"," 1"," 56"," 10"," 4"
"source4"," 78"," 1"," 57"," 10"," 4"
"source4"," 79"," 1"," 58"," 10"," 4"
"source4"," 80"," 1"," 59"," 10"," 4"
"source4"," 77"," 1"," 69"," 10"," 4"
"source4"," 78"," 1"," 70"," 10"," 4"
"source4"," 79"," 1"," 71"," 10"," 4"
"source4"," 80"," 1"," 72"," 10"," 4"
"source4"," 81"," 1"," 1"," 10"," 4"
"source4"," 82"," 1"," 2"," 10"," 4"
"source4"," 83"," 1"," 3"," 10"," 4"
"source4"," 84"," 1"," 4"," 10"," 4"
"source4"," 81"," 1"," 25"," 10"," 4"
"source4"," 82"," 1"," 26"," 10"," 4"
"source4"," 83"," 1"," 27"," 10"," 4"
"source4"," 84"," 1"," 28"," 10"," 4"
"source4"," 81"," 1"," 35"," 10"," 4"
"source4"," 82"," 1"," 36"," 10"," 4"
"source4"," 83"," 1"," 37"," 10"," 4"
"source4"," 84"," 1"," 38"," 10"," 4"
"source4"," 81"," 1"," 63"," 10"," 4"
"source4"," 82"," 1"," 64"," 10"," 4"
"source4"," 83"," 1"," 49"," 10"," 4"
"source4"," 84"," 1"," 50"," 10"," 4"
"source4"," 81"," 1"," 77"," 10"," 4"
"source4"," 82"," 1"," 78"," 10"," 4"
"source4"," 83"," 1"," 79"," 10"," 4"
"source4"," 84"," 1"," 80"," 10"," 4"
"source4"," 85"," 1"," 5"," 10"," 4"
"source4"," 86"," 1"," 6"," 10"," 4"
"source4"," 87"," 1"," 7"," 10"," 4"
"source4"," 88"," 1"," 8"," 10"," 4"
"source4"," 85"," 1"," 29"," 10"," 4"
"source4"," 86"," 1"," 30"," 10"," 4"
"source4"," 87"," 1"," 31"," 10"," 4"
"source4"," 88"," 1"," 32"," 10"," 4"
"source4"," 85"," 1"," 39"," 10"," 4"
"source4"," 86"," 1"," 40"," 10"," 4"
"source4"," 87"," 1"," 41"," 10"," 4"
"source4"," 88"," 1"," 42"," 10"," 4"
"source4"," 85"," 1"," 51"," 10"," 4"
"source4"," 86"," 1"," 52"," 10"," 4"
"source4"," 87"," 1"," 53"," 10"," 4"
"source4"," 88"," 1"," 54"," 10"," 4"
"source4"," 85"," 1"," 65"," 10"," 4"
"source4"," 86"," 1"," 66"," 10"," 4"
"source4"," 87"," 1"," 67"," 10"," 4"
"source4"," 88"," 1"," 68"," 10"," 4"
"source4"," 89"," 1"," 9"," 10"," 4"
"source4"," 90"," 1"," 10"," 10"," 4"
"source4"," 91"," 1"," 11"," 10"," 4"
"source4"," 92"," 1"," 12"," 10"," 4"
"source4"," 89"," 1"," 17"," 10"," 4"
"source4"," 90"," 1"," 18"," 10"," 4"
"source4"," 91"," 1"," 19"," 10"," 4"
"source4"," 92"," 1"," 20"," 10"," 4"
"source4"," 89"," 1"," 43"," 10"," 4"
"source4"," 90"," 1"," 44"," 10"," 4"
"source4"," 91"," 1"," 45"," 10"," 4"
"source4"," 92"," 1"," 46"," 10"," 4"
"source4"," 89"," 1"," 55"," 10"," 4"
"source4"," 90"," 1"," 56"," 10"," 4"
"source4"," 91"," 1"," 57"," 10"," 4"
"source4"," 92"," 1"," 58"," 10"," 4"
"source4"," 89"," 1"," 69"," 10"," 4"
"source4"," 90"," 1"," 70"," 10"," 4"
"source4"," 91"," 1"," 71"," 10"," 4"
"source4"," 92"," 1"," 72"," 10"," 4"
"source4"," 93"," 1"," 13"," 10"," 4"
"source4"," 94"," 1"," 14"," 10"," 4"
"source4"," 95"," 1"," 15"," 10"," 4"
"source4"," 96"," 1"," 16"," 10"," 4"
"source4"," 93"," 1"," 21"," 10"," 4"
"source4"," 94"," 1"," 22"," 10"," 4"
"source4"," 95"," 1"," 23"," 10"," 4"
"source4"," 96"," 1"," 24"," 10"," 4"
"source4"," 93"," 1"," 47"," 10"," 4"
"source4"," 94"," 1"," 48"," 10"," 4"
"source4"," 95"," 1"," 33"," 10"," 4"
"source4"," 96"," 1"," 34"," 10"," 4"
"source4"," 93"," 1"," 59"," 10"," 4"
"source4"," 94"," 1"," 60"," 10"," 4"
"source4"," 95"," 1"," 61"," 10"," 4"
"source4"," 96"," 1"," 62"," 10"," 4"
"source4"," 93"," 1"," 73"," 10"," 4"
"source4"," 94"," 1"," 74"," 10"," 4"
"source4"," 95"," 1"," 75"," 10"," 4"
"source4"," 96"," 1"," 76"," 10"," 4"
